-0.162115, -1.244815, 0.609094, -0.481326, -0.065384, 0.478838, 4170, 49
-0.792681, 0.430477, 1.004527, 0.046888, 0.936936, 0.981452, 3134, 4
-0.132831, 0.549760, 0.772135, 0.161201, -1.144672, -0.481231, 2116, 45
0.292250, -0.730501, 0.208200, 1.717054, 0.637799, 1.601220, 8958, 37
-1.117972, 1.036015, -0.418902, -0.362755, 0.498799, -0.573952, 9325, 9
0.678635, 0.067415, -1.439596, -1.832031, -0.300594, -1.596787, 1364, 18
-0.519875, -0.391500, -0.411091, -0.085219, -0.211230, -0.843509, 8289, 44
0.396613, -1.356268, 1.017484, 0.656508, 0.087166, 1.670500, 5246, 41
1.318710, -0.065931, -0.058679, 0.962085, 1.545001, 0.350602, 9187, 18
1.364827, 0.996851, -1.232805, -0.782249, -0.551441, -2.039883, 8788, 12
-0.523455, 1.254839, -0.263940, 0.893931, -0.592490, 1.082758, 3152, 11
-0.825689, 1.476463, -0.399599, 0.973056, 2.131644, -1.695222, 3765, 12
0.888085, -0.101568, 1.068132, 0.312082, -0.136329, -1.297260, 9038, 39
0.236279, -0.075206, -1.928351, -0.499147, -0.392628, -1.839209, 3451, 23
-0.799029, 0.381073, 0.413152, 1.983897, -0.518972, -0.288145, 2336, 15
0.726594, 0.497531, 0.541348, -1.317914, -1.808593, -1.129641, 8729, 4
0.441738, 0.522901, 0.442963, 0.454879, 3.157173, 0.198059, 7965, 25
-1.235497, -1.419421, -2.053498, -1.762191, 1.061199, -1.316763, 5264, 40
1.354643, 0.841460, 0.640058, -2.198353, -1.515730, 0.366895, 4569, 10
-0.626191, 0.364932, 1.965123, -1.203058, 0.121928, 1.004970, 8240, 32
0.180518, 1.111262, 1.102578, 0.797442, -0.163593, 1.302959, 4524, 49
-0.943242, 0.666947, -0.559414, -0.764551, 1.068231, 0.996338, 9152, 35
0.332355, 0.176054, 1.933844, 1.773447, 0.206615, 0.174378, 8126, 43
0.426651, -0.701767, -0.517383, 0.136787, -0.968977, 0.682445, 9164, 26
1.086043, 1.290857, 0.563116, 0.156757, 1.975053, -0.725227, 9967, 5
1.074193, 0.108045, -0.086463, 1.233539, -2.664964, -0.959383, 4920, 10
